sample_barcode	amplicon_index	amplicon_classification	amplicon_intervals
TCGA-CG-5725-01	5	Heavily-rearranged	"3:56816251-56836663,5:7151130-7151542,5:7203875-21321267,11:20834128-20834540"
TCGA-CG-5727-01	1	Heavily-rearranged	"1:58458590-58459026,2:107453919-107716989,2:110415419-110615854,2:111270848-116481284,5:116279165-116279601"
TCGA-CG-5727-01	2	Circular	"2:119466232-119666668,2:131954648-132155084,4:142694701-143359480,4:143386436-143386872,4:144885100-144885536,4:145044170-145531118,4:152270345-152270781,4:152656089-152863021,4:154093597-154094033,6:43275667-44538830,11:85212762-86564979,13:28109388-29099476,13:30738723-32184761,X:19412528-19412964"
TCGA-CG-5730-01	2	BFB	"1:88972188-88972725,17:32198922-34923350,17:36890537-36891074,17:37201173-37443342,17:37636784-38037541,17:39173120-40932797"
TCGA-CG-5730-01	3	Linear	6:41220464-43757737
TCGA-CG-5730-01	4	Heavily-rearranged	"17:57899715-67384447,17:67533138-67787043,17:71399241-73893317"
TCGA-CG-5730-01	5	Linear	17:56034452-56260468
TCGA-CG-5732-01	1	Heavily-rearranged	"5:67467080-67467517,5:68724917-76379061"
TCGA-CG-5732-01	3	BFB	"17:80366859-80367296,20:41801279-54298104"
TCGA-CG-5734-01	1	Circular	"1:2022154-2390081,8:13923395-14435566,8:80993467-82165402,15:86276720-86477108,15:90679258-91430475,18:45727851-46927242"
TCGA-CH-5751-01	2	Linear	8:139083575-142429410
TCGA-CH-5751-01	4	Circular	8:73461497-93119652
TCGA-CH-5754-01	2	Linear	3:173601543-174282807
TCGA-CH-5761-01	3	BFB	10:61301378-67139027
TCGA-CH-5761-01	5	BFB	"10:54400930-54948346,12:121943076-121963521,12:122199829-122400273"
TCGA-CH-5761-01	6	Heavily-rearranged	"12:104272049-104482494,12:125472540-127630826"
TCGA-CH-5761-01	7	Heavily-rearranged	"10:56155006-56509783,12:128212055-128412500"
TCGA-CH-5761-01	8	BFB	20:40935711-46310999
TCGA-CH-5788-01	4	Linear	"8:35520507-39929155,GL000232.1:0-40652"
TCGA-CN-4725-01	2	Circular	8:38067936-40684972
TCGA-CN-4725-01	4	Linear	18:6393953-7493883
TCGA-CN-4727-01	1	Heavily-rearranged	"2:129891720-129892214,3:196564300-196564794,9:112971222-112971716,10:29002748-34045436,11:68920241-70579527,12:9618782-9819276,12:29732668-33631136,12:33696966-33717459"
TCGA-CN-4727-01	3	Linear	2:171995248-176200049
TCGA-CN-4727-01	5	Linear	18:504571-5772563
TCGA-CN-4729-01	11	BFB	"11:109734410-109754966,11:129377735-129819900"
TCGA-CN-4729-01	15	Circular	8:120778970-121991704
TCGA-CN-4729-01	9	Linear	18:68643709-70129158
TCGA-CN-4735-01	1	Heavily-rearranged	"7:104800026-110446982,7:140705723-140706208,12:127267389-127267874,19:41195320-41195805"
TCGA-CN-4735-01	2	Heavily-rearranged	"1:27310001-27310486,7:96290692-96491176,7:97557576-97758060,11:67658896-73360451,GL000214.1:36978-137718,GL000224.1:899-179693"
TCGA-CN-4736-01	10	Circular	15:25291861-25382341
TCGA-CN-4736-01	2	Linear	1:149499544-150747987
TCGA-CN-4736-01	5	Linear	6:52978757-56059245
TCGA-CN-4736-01	8	BFB	"1:188598629-188599145,8:50358849-50559365,8:50756510-50957026,X:30543532-30754048,X:37652327-38493454,X:41237855-41614828,X:42549956-42750471"
TCGA-CN-4737-01	10	Linear	9:35144631-36690688
TCGA-CN-4737-01	6	BFB	"2:89088105-89088692,2:96452916-96784876,2:97372356-99113351,8:42761297-42761879,17:38551716-38552298,GL000212.1:0-108905"
TCGA-CN-4738-01	1	Linear	"7:53447963-56501766,7:109895109-109895663"
TCGA-CN-4739-01	1	Heavily-rearranged	"7:57585221-57805755,20:24297791-26251577"
TCGA-CN-4739-01	2	Linear	"7:131365653-131366187,11:68533943-70843549"
TCGA-CN-4740-01	1	Heavily-rearranged	"8:34804514-39156140,8:39849003-40598577"
TCGA-CN-4740-01	2	Linear	7:91033333-93934637
TCGA-CN-4740-01	5	Linear	"6:63081884-63282361,6:63929608-64905514"
TCGA-CN-4740-01	6	BFB	"8:15288880-15309357,13:71656675-74918634"
TCGA-CN-4741-01	1	BFB	3:93734670-104629403
TCGA-CN-4741-01	2	Circular	"2:156527421-156528080,3:104632980-197538677,10:36760653-36761312,13:73523087-73730317"
TCGA-CN-4741-01	3	Linear	11:75932622-77420702
TCGA-CN-4741-01	4	Linear	19:45517282-45575786
TCGA-CN-4742-01	1	BFB	18:57790095-58119608
TCGA-CN-4742-01	2	Heavily-rearranged	"11:68720187-72136610,X:63400984-63401521"
TCGA-CN-4742-01	3	Linear	18:58611270-58915846
TCGA-CN-4742-01	5	Linear	"20:7002854-7203390,20:8189070-8389606,20:8637641-8838178,20:8863263-12880559"
TCGA-CN-4742-01	7	BFB	8:48958292-50876321
TCGA-CN-4742-01	8	BFB	11:43234988-45617386
TCGA-CN-5356-01	2	Linear	3:90162204-90517948
TCGA-CN-5363-01	1	Heavily-rearranged	"2:28629004-28629490,9:4181404-21327467"
TCGA-CN-5363-01	3	Heavily-rearranged	"7:57500389-57700874,9:22244082-29083644,9:31646067-31646553,20:25631774-25862260,20:25954996-26265481"
TCGA-CN-5363-01	4	Circular	"11:67770203-71510517,14:38044122-38044608"
TCGA-CN-5364-01	2	Heavily-rearranged	"11:1619774-1620280,11:65469995-71292800,GL000224.1:1024-179693"
TCGA-CN-5365-01	1	Linear	21:15658829-15848186
TCGA-CN-5365-01	2	Linear	11:68868973-71240567
TCGA-CN-5365-01	3	Circular	3:189345238-189660471
TCGA-CN-5365-01	4	Linear	21:15217620-15413148
TCGA-CN-5366-01	2	Linear	11:69189501-71623265
TCGA-CN-5367-01	2	BFB	"4:15997517-15998023,4:190823578-191024084,9:11647021-17830279,18:22914149-23132127,Y:9836203-10066708,GL000232.1:0-40652,GL000228.1:0-129120,GL000222.1:0-172140"
TCGA-CN-5367-01	4	Linear	7:0-1625805
TCGA-CN-5367-01	7	Circular	"1:44538442-44538948,4:189177028-189397533,8:57554375-57774238,8:70950193-71150699,8:71843752-72248533,18:2369789-5896150,18:6838939-6839445,GL000220.1:0-161802"
TCGA-CN-5367-01	9	Circular	"9:10460108-10460614,11:66184435-75030509,11:98739505-108140528,17:6464041-6464547,GL000224.1:969-179693"
TCGA-CN-5374-01	1	Circular	"X:11944260-12152692,X:12273864-12281896"
TCGA-CN-5374-01	2	Linear	X:46516358-46574582
TCGA-CN-6011-01	1	BFB	"5:46033424-46034178,11:67775100-72304303"
TCGA-CN-6011-01	11	Linear	9:14771516-21930147
TCGA-CN-6011-01	12	Circular	11:40447526-41366640
TCGA-CN-6011-01	14	Linear	11:66841418-67770619
TCGA-CN-6011-01	3	Linear	2:200091664-200420736
TCGA-CN-6011-01	5	Linear	7:91009516-91285729
TCGA-CN-6011-01	7	Linear	7:102406679-102473163
TCGA-CN-6011-01	8	Linear	9:3419915-14764406
TCGA-CN-6011-01	9	Linear	9:22015433-22611155
TCGA-CN-6013-01	1	Heavily-rearranged	"7:85255077-85455707,7:109925637-114172026,12:108202625-108223256"
TCGA-CN-6013-01	7	BFB	11:68810641-73297478
TCGA-CN-6018-01	2	Heavily-rearranged	"7:95268621-101144989,8:29080717-33770005,8:36861766-37833994,8:42954359-42955001"
TCGA-CN-6989-01	1	Linear	11:66731808-72257512
TCGA-CN-6989-01	3	Circular	"1:95422281-95423017,3:147468000-182794583"
TCGA-CN-6994-01	1	BFB	2:198752982-200060257
TCGA-CN-6994-01	2	BFB	11:67161780-72853068
TCGA-CN-6994-01	3	Linear	11:27073682-27508681
TCGA-CN-6994-01	4	Heavily-rearranged	"11:45625066-46815047,16:4387742-4388590"
TCGA-CN-6994-01	5	Linear	14:47943071-48189667
TCGA-CN-6994-01	6	Heavily-rearranged	"14:42570747-47381800,18:9752132-9752980,20:6348304-6369152"
TCGA-CN-6994-01	7	Circular	"17:35442885-35443733,19:35477040-36561702"
TCGA-CN-6996-01	1	BFB	10:34694458-35769679
TCGA-CQ-5323-01	4	Heavily-rearranged	"11:61888251-62088796,11:66416308-66686204,11:68295359-71355157,GL000202.1:0-40103"
TCGA-CQ-5329-01	2	BFB	14:74460330-78628637
TCGA-CQ-5329-01	3	Linear	14:55701378-70337008
TCGA-CQ-5330-01	1	Circular	7:54048236-56044185
TCGA-CQ-6221-01	2	BFB	11:68981037-70729069
TCGA-CQ-6224-01	1	Heavily-rearranged	"7:94517537-94757617,9:15714655-15915303,9:16394456-16595104"
TCGA-CQ-6224-01	2	BFB	"9:40531121-40631769,9:43587908-43788555,15:23035998-31787780"
TCGA-CQ-6224-01	3	Linear	5:34654304-45478456
TCGA-CQ-6224-01	5	Circular	18:42589913-43764832
TCGA-CQ-6225-01	1	BFB	2:189055250-206246227
TCGA-CQ-6225-01	2	Linear	4:42109882-42616780
TCGA-CQ-6225-01	3	Heavily-rearranged	"8:37435190-37526108,8:37865518-38557105,17:39781119-39781928,21:15740894-15741703"
TCGA-CQ-6225-01	4	Linear	4:43417099-43613601
TCGA-CQ-6225-01	6	BFB	17:37119117-39656981
TCGA-CQ-6228-01	1	Linear	3:95739306-96564061
TCGA-CQ-6228-01	3	Circular	17:35838585-38326027
TCGA-CQ-6228-01	4	Circular	"15:91963477-92004219,15:92914894-101088564,15:101615472-101616215,15:102328920-102329663"
TCGA-CQ-6228-01	5	Heavily-rearranged	"1:121254344-121275087,11:68241561-71027967,11:91746728-94233560,11:100596825-104112201,21:16516922-16537664,GL000220.1:49322-161802"
TCGA-CQ-6229-01	1	Circular	7:54825326-56033663
TCGA-CQ-7065-01	1	Heavily-rearranged	"8:15269384-15289818,13:69313220-69313655,13:71529047-71729481,13:71904955-72105390,13:72195988-75914353,13:78254182-78454617"
TCGA-CQ-7065-01	2	Linear	13:80184590-85834074
TCGA-CQ-7065-01	3	Heavily-rearranged	"5:55352504-55562847,5:57223045-57535885,5:57550322-57750757,5:58308114-58508549"
TCGA-CQ-7065-01	6	Linear	21:30485506-30763014
TCGA-CQ-7065-01	8	Heavily-rearranged	"6:18178404-18178839,21:28013600-28014035,21:33476763-38737725,21:38868410-38868845"
TCGA-CR-5243-01	4	Heavily-rearranged	"5:20723004-20823577,5:29290657-29291230,5:30009107-45478456,7:13459218-13459791,12:53990273-53990846,12:89126969-89127542,21:19069087-19069660,22:17887299-17887872"
TCGA-CR-5249-01	1	Linear	3:193979854-197638677
TCGA-CR-5249-01	2	Linear	3:169920354-193976071
TCGA-CR-6473-01	1	Linear	1:172975879-173429196
TCGA-CR-6473-01	3	Heavily-rearranged	"4:33858996-33859574,7:57595518-57806096,20:17816574-33485329,22:17138421-17338999"
TCGA-CR-6482-01	3	Circular	2:157094161-157297583
TCGA-CR-6482-01	4	Linear	8:142945125-144428185
TCGA-CR-6487-01	1	Linear	3:164890898-164955439
TCGA-CR-6487-01	2	BFB	"3:160647167-164325380,5:136514288-136514919"
TCGA-CR-6487-01	4	Linear	3:164958151-197538677
TCGA-CR-6491-01	1	BFB	11:99666044-104600178
TCGA-CR-6491-01	2	Linear	11:68468754-70666253
TCGA-CR-6491-01	3	BFB	18:41616263-47018561
TCGA-CR-7368-01	1	Linear	9:111179180-111641827
TCGA-CR-7368-01	2	Linear	9:32613969-34260628
TCGA-CR-7369-01	2	Circular	11:69731095-71758193
TCGA-CR-7382-01	1	Linear	11:502216-549959
TCGA-CR-7385-01	1	Linear	21:42981618-43223701
TCGA-CR-7404-01	2	Circular	4:161631732-161852712
TCGA-CR-7404-01	3	Circular	5:3763151-4017042
TCGA-CR-7404-01	6	BFB	"10:3796603-3797161,19:44729095-45551157,X:26070413-26070971"
TCGA-CS-4941-01	4	Heavily-rearranged	"7:32906291-33106724,7:51244167-51594586,7:52731445-57483838,7:57495105-57805524,12:37793967-37994387,12:40055265-40493609,12:57996609-58376862,12:60715271-60925731,12:66579496-66867626,20:29474776-29475196,X:85008195-85008615,X:85045219-85045639,Y:23319196-23319616"
TCGA-CS-4941-01	5	Circular	12:69037548-71095045
TCGA-CS-5395-01	1	Heavily-rearranged	"1:202621727-202822258,1:209815408-210367751,1:226361346-228123549,9:90001355-90001887"
TCGA-CS-5395-01	2	Linear	1:203252441-205116546
TCGA-CU-A0YN-01	2	BFB	"5:104213998-104214407,11:75385751-83388141"
TCGA-CU-A0YN-01	3	BFB	6:19958242-23769951
TCGA-CU-A0YN-01	4	BFB	"1:115730180-115930589,2:48322642-48323051,2:115606978-115607387,3:89111108-89111517,4:80294724-80295133,5:147889738-147890147,6:76164063-76164472,6:162209995-162210404,7:15789599-23532298,7:50099528-53316829,7:53321682-57589964,7:89727476-89727885,8:135231934-135232343,12:101009690-101010099,20:46423467-46623875,22:28110222-28110631,X:125753649-125754058"
TCGA-CU-A0YR-01	2	Heavily-rearranged	3:9818474-15714259
TCGA-CU-A0YR-01	4	BFB	17:36409521-38813531
TCGA-CU-A0YR-01	6	Heavily-rearranged	"8:77473580-77474007,8:77550119-77550546,8:97427913-111172704,8:114589222-114589649,8:117520454-117520881,8:118803750-130298504,8:137496523-137765691"
TCGA-CU-A3KJ-01	2	Heavily-rearranged	"1:145844388-146044828,1:146688474-146888914,1:146974905-147175346,1:148449722-148650162,1:149108622-149309063,1:150487955-150961730,1:159094171-159658850,9:140772234-140792723,GL000192.1:388275-547496"
TCGA-CU-A3KJ-01	5	BFB	"4:73018501-73018942,11:67870081-70670841,16:30688565-30689006"
TCGA-CU-A3KJ-01	6	Heavily-rearranged	"12:44211476-44636313,12:45291050-45311491,Y:21417008-21437448"
TCGA-CU-A3QU-01	1	Heavily-rearranged	"1:149613342-155280360,3:3378445-3378901"
TCGA-CU-A3QU-01	6	Linear	10:6845672-6859144
TCGA-CU-A3QU-01	8	BFB	16:5513738-16217719
TCGA-CV-5431-01	1	BFB	"17:35501247-35502022,17:37060369-38538948,17:68147748-69058490"
TCGA-CV-5431-01	10	Linear	17:34977815-35496092
TCGA-CV-5431-01	2	Linear	7:123714866-124694043
TCGA-CV-5431-01	4	Linear	11:68897274-70445161
TCGA-CV-5431-01	5	Linear	13:65380390-70781817
TCGA-CV-5431-01	7	Linear	16:10883003-11430025
TCGA-CV-5431-01	9	Linear	17:33498940-33971221
TCGA-CV-5432-01	1	Linear	6:53868803-53945069
TCGA-CV-5432-01	10	BFB	"18:20108137-21071333,21:42376623-42377375"
TCGA-CV-5432-01	11	Linear	17:33138051-33354376
TCGA-CV-5432-01	4	Circular	"6:62809882-63733341,6:64171982-65069828,17:34682494-34883246,17:35357841-35663387,17:36157769-36358520,17:37555174-38464855,17:45655383-45656135"
TCGA-CV-5432-01	6	Linear	21:22802126-23571510
TCGA-CV-5432-01	7	Linear	9:32175969-32210561
TCGA-CV-5432-01	8	Linear	9:32210710-32591529
TCGA-CV-5432-01	9	Linear	"9:35983404-36130750,9:36135222-36135974"
TCGA-CV-5439-01	1	Linear	19:12696257-14327383
TCGA-CV-5442-01	1	Linear	5:914232-15331400
TCGA-CV-5442-01	10	Linear	6:19201685-19217537
TCGA-CV-5442-01	5	Linear	5:15333011-17432711
TCGA-CV-5442-01	6	BFB	5:17437493-30367476
TCGA-CV-5442-01	7	Linear	5:30370210-44985451
TCGA-CV-5442-01	8	Linear	19:9094969-9329163
TCGA-CV-5442-01	9	Linear	5:45017856-45378456
TCGA-CV-5443-01	4	Circular	20:29857454-33288354
TCGA-CV-5973-01	1	BFB	2:96668318-99957481
TCGA-CV-5973-01	4	BFB	"11:78556950-78577704,11:88020526-88021281,11:88484620-88485375,11:93248888-94571413,11:95043979-95328608,11:97541635-98488085,11:99447498-103774339"
TCGA-CV-5973-01	6	BFB	11:65689508-66185354
TCGA-CV-5973-01	7	Linear	"11:64467493-65684612,11:66204294-66378200,11:66516903-66517658,11:69594004-71103487"
TCGA-CV-5973-01	9	BFB	"1:101510698-101511453,7:81788416-81809171,10:60178254-66339883"
TCGA-CV-5976-01	1	Linear	4:35456942-39397787
TCGA-CV-5976-01	3	BFB	7:54418721-56645275
TCGA-CV-5976-01	4	BFB	"11:98041635-104071896,18:66094850-66095524"
TCGA-CV-5977-01	2	Linear	3:167279232-167503872
TCGA-CV-5977-01	6	Heavily-rearranged	"11:60277090-61331214,11:61498200-61498856,11:66869394-67070049,11:67304039-67304695,11:67817882-70431833,GL000220.1:0-161802"
TCGA-CV-6003-01	3	BFB	"17:43690216-43690882,20:30461367-39161178"
TCGA-CV-6433-01	5	Linear	20:30992290-31754433
TCGA-CV-6433-01	6	Linear	20:32056086-32629354
TCGA-CV-6441-01	2	Linear	7:82533979-85961798
TCGA-CV-6441-01	5	Linear	16:5946222-6171963
TCGA-CV-6441-01	6	Linear	18:0-3739040
TCGA-CV-6441-01	7	Circular	"2:156527406-156528081,3:51319047-51319722,5:814232-45478456,5:161573673-161574348,6:25441767-25442442,6:57575206-57575881,6:58268364-58269039,7:8662570-8683245,8:36584652-42750980,17:74462081-74462756"
TCGA-CV-6933-01	1	Heavily-rearranged	"1:179570906-179571550,2:216122975-216123619,3:5708697-5709341,7:51489721-51490365,7:52374738-57514382,7:62712315-62712959,7:62951766-62972409,7:63012264-63250407,7:63522826-63523470,7:63932072-63932716,9:80013480-80014124,10:20941498-20962142,12:105030489-105031133"
TCGA-CV-6933-01	10	BFB	"7:85197668-105728860,11:93487336-93487980,Y:15140469-15141113"
TCGA-CV-6933-01	3	Circular	7:108084155-110753132
TCGA-CV-6933-01	4	Circular	2:177975675-178340601
TCGA-CV-6933-01	6	Linear	7:32902634-33147913
TCGA-CV-6945-01	1	BFB	11:68483015-72227526
TCGA-CV-6945-01	3	Linear	2:174825159-179132935
TCGA-CV-6948-01	1	Circular	6:134508007-135097996
TCGA-CV-6948-01	2	Linear	3:186012474-186557332
TCGA-CV-6948-01	3	BFB	"5:75152513-75153105,19:56865431-57066023,19:57407981-57765902"
TCGA-CV-6948-01	4	Linear	3:181431577-181746227
TCGA-CV-6948-01	6	Linear	8:101085509-105102587
TCGA-CV-6954-01	1	Heavily-rearranged	"5:366946-567520,5:31939668-31960241,5:37859959-45478456,8:37924622-38978044,8:40182287-40202861,8:40461835-42670656"
TCGA-CV-6954-01	3	Heavily-rearranged	18:19809346-26588973
TCGA-CV-6956-01	2	Linear	11:67922667-70315985
TCGA-CV-6959-01	1	Heavily-rearranged	20:29788157-35057590
TCGA-CV-6959-01	2	Circular	"7:54873195-57865220,17:21203157-21403737,20:25632502-26178464,GL000193.1:0-189789"
TCGA-CV-6960-01	2	Linear	2:97488494-98686239
TCGA-CV-6960-01	4	Heavily-rearranged	"2:232443125-232443651,7:78985342-104963876,10:60902394-60902920,X:139419668-139420194"
TCGA-CV-6960-01	6	Circular	"7:53435741-57554926,7:63157262-63157788,7:63635264-63635790,X:106824756-106825282,X:140309433-140309959"
TCGA-CV-7090-01	1	Linear	2:95341699-95715633
TCGA-CV-7090-01	3	BFB	4:24277945-26897825
TCGA-CV-7090-01	4	BFB	9:12976922-14340933
TCGA-CV-7091-01	1	BFB	12:64274138-71474473
TCGA-CV-7091-01	2	Linear	2:190528457-196312007
TCGA-CV-7091-01	3	Heavily-rearranged	"3:149243141-163386816,4:39974254-39974748,8:101709609-101730103,X:120566138-120566632,X:150724664-150725158"
TCGA-CV-7091-01	4	Linear	"7:65685611-66999368,7:72096133-72116627"
TCGA-CV-7095-01	1	Heavily-rearranged	"4:3542650-3664139,12:54478441-54478887"
TCGA-CV-7095-01	2	Circular	7:54395560-56702654
TCGA-CV-7095-01	3	Heavily-rearranged	"8:35659371-39272630,8:39287225-39487670,8:40453914-40654360,8:43526612-43727057"
TCGA-CV-7095-01	4	Linear	11:66271128-72145375
TCGA-CV-7100-01	1	Linear	19:16564869-17003789
TCGA-CV-7100-01	2	Circular	3:189502566-189752836
TCGA-CV-7100-01	4	Linear	12:32574594-32765497
TCGA-CV-7178-01	1	Heavily-rearranged	"5:37709338-37729837,7:1452454-9006024,7:9033298-9233797,7:9536012-9736510,7:10403793-10604292,7:12714722-19848383,7:32409757-32783936,X:134992468-134992967"
TCGA-CV-7178-01	2	Heavily-rearranged	"8:46834017-48141979,8:48893816-50433603"
TCGA-CV-7178-01	5	Linear	11:69390716-72014326
TCGA-CV-7180-01	1	Linear	13:73517691-75840596
TCGA-CV-7247-01	3	Heavily-rearranged	"2:59328304-59328813,2:193930896-193931405,7:19776489-19776998,7:88345862-113441606,8:70565030-70565539,11:66543955-71730226,15:48836132-48836641,17:6464042-6464551,17:20823499-20824008,20:8407208-8407717,GL000220.1:0-161802"
TCGA-CV-7255-01	1	Linear	13:36755047-38404207
TCGA-CV-7255-01	3	BFB	13:71150148-76055077
TCGA-CV-7406-01	1	BFB	"3:75656701-75657386,14:48674061-54514132,20:62898380-62899065"
TCGA-CV-7406-01	2	Heavily-rearranged	"6:51250846-51251531,12:6503916-12427655,12:31353263-31353948"
TCGA-CV-7406-01	3	BFB	"2:110464767-110465452,2:242831762-242832447,4:29382995-35107600,7:57633044-57633729,20:26107865-26128550"
TCGA-CV-7407-01	1	Heavily-rearranged	"1:228098703-228099197,2:84493854-84494348,3:131917957-140017679,3:140821652-144633964,3:144781703-144982197,3:146381807-148568089,3:148810840-148831333,3:148884455-153976221,3:154689083-155567391,3:156301304-173284901,3:174061702-174082196,3:174425891-190054688,3:192272644-192293137,3:192800050-192800544,3:194659787-194680281,3:195283179-195483673,6:24791970-24832463,6:93096656-93097150,7:69827892-69828386,GL000220.1:1478-161802"
TCGA-CV-7407-01	2	Linear	"2:175798626-181091444,2:181127519-181128013"
TCGA-CV-7407-01	4	Heavily-rearranged	"1:28515176-28515670,1:168025182-168025676,16:81129450-81129944,19:23366802-28240494"
TCGA-CV-7407-01	5	Linear	19:34892366-37924106
TCGA-CV-7407-01	6	Heavily-rearranged	"8:39377999-41999617,8:42189902-42210396,9:6417485-6617978,9:6798765-16897461"
TCGA-CV-7407-01	9	Linear	10:53482118-55650651
TCGA-CV-7414-01	1	BFB	11:67483175-71932814
TCGA-CV-7414-01	2	Heavily-rearranged	"2:96624099-96824581,2:97593562-97813773,2:97841634-98331086"
TCGA-CV-7414-01	3	Linear	4:115283265-119898019
TCGA-CV-7414-01	4	BFB	"4:24473320-24473802,7:76732989-76733471,7:92861445-98531274,7:99117447-104062003,8:35417632-39537070,12:63988162-63988644,Y:17994431-17994913"
TCGA-CV-7414-01	5	Circular	"7:106086930-107196014,7:107463560-107484042,7:108200834-110196135"
TCGA-CV-7414-01	6	Linear	13:109829043-115087458
TCGA-CV-7414-01	7	Linear	17:29115641-29672414
TCGA-CV-7414-01	8	Linear	17:30881394-31910323
TCGA-CV-7414-01	9	Heavily-rearranged	"17:31995596-31996078,17:36685111-38691100"
TCGA-CV-7416-01	10	Linear	13:95614175-99891026
TCGA-CV-7416-01	11	Circular	18:53650996-53873212
TCGA-CV-7416-01	12	Linear	X:56643374-57037161
TCGA-CV-7416-01	3	Linear	5:914232-15331119
TCGA-CV-7416-01	4	Linear	5:21392334-21611754
TCGA-CV-7416-01	5	Linear	5:21633222-45378456
TCGA-CV-7416-01	8	BFB	"3:42622534-42643129,13:101300745-115169878,X:78569740-85029296"
TCGA-CV-7416-01	9	Linear	5:15333011-21295612
TCGA-CV-7428-01	6	BFB	"6:135325394-135325888,12:65185070-71277225,Y:16292098-16292589"
TCGA-CV-7429-01	1	Linear	7:53267101-56804382
TCGA-CV-7432-01	1	BFB	11:101324575-103530820
TCGA-CV-7432-01	4	Heavily-rearranged	"5:41239601-41240358,11:68696722-84068600"
TCGA-CV-7434-01	2	Linear	6:100887153-100990987
TCGA-CV-7434-01	3	BFB	9:37450987-38104388
TCGA-CV-7434-01	4	Heavily-rearranged	"7:134613821-134614363,9:689931-23856051,9:24262630-24463172,9:25335367-28059309,18:10609057-10829599,18:12100620-12301162,X:16696893-16697435"
TCGA-CV-7434-01	5	Circular	"18:4097164-7525624,Y:13398636-13599178,Y:13698369-13968910,GL000228.1:1-129120,GL000216.1:0-172294,GL000225.1:0-211173"
TCGA-CX-7086-01	1	BFB	"11:99582745-100002012,15:20362696-20593451"
TCGA-CX-7086-01	2	Linear	1:44732456-44851001
TCGA-CX-7086-01	3	Linear	11:69057950-72259980
TCGA-CX-7086-01	4	Linear	11:100005546-100045853
TCGA-CX-7086-01	5	BFB	11:100052625-104636586
TCGA-CZ-5987-01	2	Circular	12:58882350-59446257
TCGA-D1-A169-01	3	Circular	"5:45479201-45479700,11:2496363-2496862,11:7677222-7697721,11:9027326-9027825,11:9298621-9299120,11:11945002-11945501,11:12103374-12140334,11:63852079-63872703,11:63998592-64026364,11:65370483-71461039,12:43694124-43694623"
